"ref_id","reference"
"Ref0303","AMČR: Záznam P-1321-000255 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1321-000255."
"Ref0304","AMČR: Záznam P-1322-000001 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000001."
"Ref0305","AMČR: Záznam P-1322-000002 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000002."
"Ref0306","AMČR: Záznam P-1322-000017 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000017."
"Ref0307","AMČR: Záznam P-1322-000019 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000019."
"Ref0308","AMČR: Záznam P-1322-000036 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000036."
"Ref0309","AMČR: Záznam P-1322-000040 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000040."
"Ref0310","AMČR: Záznam P-1322-000044 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000044."
"Ref0311","AMČR: Záznam P-1322-000063 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000063."
"Ref0312","AMČR: Záznam P-1322-000075 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000075."
"Ref0313","AMČR: Záznam P-1322-000076 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000076."
"Ref0314","AMČR: Záznam P-1322-000098 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000098."
"Ref0315","AMČR: Záznam P-1322-000102 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000102."
"Ref0316","AMČR: Záznam P-1322-000105 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000105."
"Ref0317","AMČR: Záznam P-1322-000106 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000106."
"Ref0318","AMČR: Záznam P-1322-000109 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000109."
"Ref0319","AMČR: Záznam P-1322-000110 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000110."
"Ref0320","AMČR: Záznam P-1322-000119 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000119."
"Ref0321","AMČR: Záznam P-1322-000142 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000142."
"Ref0322","AMČR: Záznam P-1322-000147 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000147."
"Ref0323","AMČR: Záznam P-1322-000153 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000153."
"Ref0324","AMČR: Záznam P-1322-000158 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000158."
"Ref0325","AMČR: Záznam P-1322-000182 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000182."
"Ref0326","AMČR: Záznam P-1322-000190 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000190."
"Ref0327","AMČR: Záznam P-1322-000237 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000237."
"Ref0328","AMČR: Záznam P-1322-000238 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000238."
"Ref0329","AMČR: Záznam P-1322-000255 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000255."
"Ref0330","AMČR: Záznam P-1322-000335 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000335."
"Ref0331","AMČR: Záznam P-1322-000385 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000385."
"Ref0332","AMČR: Záznam P-1322-000386 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000386."
"Ref0333","AMČR: Záznam P-1323-000032 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1323-000032."
"Ref0334","AMČR: Záznam P-1323-000039 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1323-000039."
"Ref0335","AMČR: Záznam P-1323-000043 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1323-000043."
"Ref0336","AMČR: Záznam P-1323-000049 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1323-000049."
"Ref0337","AMČR: Záznam P-1323-000062 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1323-000062."
"Ref0338","AMČR: Záznam P-1324-000005 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000005."
"Ref0339","AMČR: Záznam P-1324-000034 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000034."
"Ref0340","AMČR: Záznam P-1324-000037 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000037."
"Ref0341","AMČR: Záznam P-1324-000077 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000077."
"Ref0342","AMČR: Záznam P-1324-000111 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000111."
"Ref0343","AMČR: Záznam P-1324-000128 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000128."
"Ref0344","AMČR: Záznam P-1324-000143 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000143."
"Ref0345","AMČR: Záznam P-1324-000171 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000171."
"Ref0346","AMČR: Záznam P-1324-000173 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000173."
"Ref0347","AMČR: Záznam P-1324-000191 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000191."
"Ref0348","AMČR: Záznam P-1324-000210 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000210."
"Ref0349","AMČR: Záznam P-1324-000211 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000211."
"Ref0350","AMČR: Záznam P-1324-000216 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000216."
"Ref0351","AMČR: Záznam P-1324-000217 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000217."
"Ref0352","AMČR: Záznam P-1324-000222 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000222."
"Ref0353","AMČR: Záznam P-1324-000238 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000238."
"Ref0354","AMČR: Záznam P-1324-000239 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000239."
"Ref0355","AMČR: Záznam P-1324-000240 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000240."
"Ref0356","AMČR: Záznam P-1324-000245 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000245."
"Ref0357","AMČR: Záznam P-1324-000274 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000274."
"Ref0358","AMČR: Záznam P-1324-000275 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000275."
"Ref0359","AMČR: Záznam P-1324-000303 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000303."
"Ref0360","AMČR: Záznam P-1324-000313 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000313."
"Ref0361","AMČR: Záznam P-1331-000010 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1331-000010."
"Ref0362","AMČR: Záznam P-1331-000013 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1331-000013."
"Ref0363","AMČR: Záznam P-1331-000018 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1331-000018."
"Ref0364","AMČR: Záznam P-1331-000127 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1331-000127."
"Ref0365","AMČR: Záznam P-1332-000027 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1332-000027."
"Ref0366","AMČR: Záznam P-1332-000038 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1332-000038."
"Ref0367","AMČR: Záznam P-1332-000044 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1332-000044."
"Ref0368","AMČR: Záznam P-1332-000066 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1332-000066."
"Ref0369","AMČR: Záznam P-1332-000072 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1332-000072."
"Ref0370","AMČR: Záznam P-1332-000151 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1332-000151."
"Ref0371","AMČR: Záznam P-1332-000216 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1332-000216."
"Ref0372","AMČR: Záznam P-1332-000233 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1332-000233."
"Ref0373","AMČR: Záznam P-1332-000319 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1332-000319."
"Ref0374","AMČR: Záznam P-1332-000369 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1332-000369."
"Ref0375","AMČR: Záznam P-1332-000386 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1332-000386."
"Ref0376","AMČR: Záznam P-1332-000397 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1332-000397."
"Ref0377","AMČR: Záznam P-1332-000497 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1332-000497."
"Ref0378","AMČR: Záznam P-1332-000575 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1332-000575."
"Ref0379","AMČR: Záznam P-1332-000581 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1332-000581."
"Ref0380","AMČR: Záznam P-1341-000013 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1341-000013."
"Ref0381","AMČR: Záznam P-1341-000016 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1341-000016."
"Ref0382","AMČR: Záznam P-1341-000032 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1341-000032."
"Ref0383","AMČR: Záznam P-1341-000075 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1341-000075."
"Ref0384","AMČR: Záznam P-1341-000104 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1341-000104."
"Ref0385","AMČR: Záznam P-1341-000110 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1341-000110."
"Ref0386","AMČR: Záznam P-1341-000121 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1341-000121."
"Ref0387","AMČR: Záznam P-1341-000178 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1341-000178."
"Ref0388","AMČR: Záznam P-1341-000216 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1341-000216."
"Ref0389","AMČR: Záznam P-1341-000280 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1341-000280."
"Ref0390","AMČR: Záznam P-1341-000325 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1341-000325."
"Ref0391","AMČR: Záznam P-1341-000333 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1341-000333."
"Ref0392","AMČR: Záznam P-1341-000381 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1341-000381."
"Ref0393","AMČR: Záznam P-1341-000414 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1341-000414."
"Ref0394","AMČR: Záznam P-1341-000416 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1341-000416."
"Ref0395","AMČR: Záznam P-1341-000425 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1341-000425."
"Ref0396","AMČR: Záznam P-1342-000017 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000017."
"Ref0397","AMČR: Záznam P-1342-000045 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000045."
"Ref0398","AMČR: Záznam P-1342-000079 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000079."
"Ref0399","AMČR: Záznam P-1342-000121 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000121."
"Ref0400","AMČR: Záznam P-1342-000131 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000131."
"Ref0401","AMČR: Záznam P-1342-000139 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000139."
"Ref0402","AMČR: Záznam P-1342-000146 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000146."
"Ref0403","AMČR: Záznam P-1342-000149 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000149."
"Ref0404","AMČR: Záznam P-1342-000219 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000219."
"Ref0405","AMČR: Záznam P-1342-000220 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000220."
"Ref0406","AMČR: Záznam P-1342-000277 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000277."
"Ref0407","AMČR: Záznam P-1342-000293 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000293."
"Ref0408","AMČR: Záznam P-1342-000393 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000393."
"Ref0409","AMČR: Záznam P-1342-000395 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000395."
"Ref0410","AMČR: Záznam P-1342-000412 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000412."
"Ref0411","AMČR: Záznam P-1342-000433 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000433."
"Ref0412","AMČR: Záznam P-1342-000435 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000435."
"Ref0413","AMČR: Záznam P-1342-000436 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000436."
"Ref0414","AMČR: Záznam P-1342-000627 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000627."
"Ref0415","AMČR: Záznam P-1342-000642 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000642."
"Ref0416","AMČR: Záznam P-1342-000644 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000644."
"Ref0417","AMČR: Záznam P-1342-000653 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000653."
"Ref0418","AMČR: Záznam P-1342-000666 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000666."
"Ref0419","AMČR: Záznam P-1342-000667 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000667."
"Ref0420","AMČR: Záznam P-1411-000028 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1411-000028."
"Ref0421","AMČR: Záznam P-1411-000037 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1411-000037."
"Ref0422","AMČR: Záznam P-1413-000027 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1413-000027."
"Ref0423","AMČR: Záznam P-1431-000048 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1431-000048."
"Ref0424","AMČR: Záznam P-1431-000055 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1431-000055."
"Ref0425","AMČR: Záznam P-1431-000109 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1431-000109."
"Ref0426","AMČR: Záznam P-1431-000275 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1431-000275."
"Ref0427","AN - 1030"
"Ref0428","AN – 1021"
"Ref0429","AN – 1023"
"Ref0430","AN – 1031"
"Ref0431","AN – 1036"
"Ref0432","AN – 1047"
"Ref0433","AN – 1058"
"Ref0434","AN – 1099"
"Ref0435","AN – 1100"
"Ref0436","AN – 1114"
"Ref0437","AN – 1118"
"Ref0438","AN – 1173"
"Ref0439","AN – 7003"
"Ref0440","AN – 7010"
"Ref0441","AN/NB – 1007"
"Ref0442","AN/NB – 1134"
"Ref0443","AN/NB – 1164"
"Ref0444","AN/NB – 1217"
"Ref0445","AN/NB – 1256"
