id,reference
B0050,AMČR: Záznam P-1322-000063 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000063.
B0304,AMČR: Záznam P-1322-000075 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000075.
B0559,AMČR: Záznam P-1322-000076 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000076.
B0091,AMČR: Záznam P-1322-000098 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000098.
B0306,AMČR: Záznam P-1322-000102 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000102.
B0144,AMČR: Záznam P-1322-000105 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000105.
B0076,AMČR: Záznam P-1322-000106 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000106.
B0426,AMČR: Záznam P-1322-000109 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000109.
B0426,AMČR: Záznam P-1322-000109 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000109.
B0426,AMČR: Záznam P-1322-000110 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000110.
B0161,AMČR: Záznam P-1322-000119 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000119.
B0139,AMČR: Záznam P-1322-000142 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000142.
B0141,AMČR: Záznam P-1322-000147 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000147.
B0014,AMČR: Záznam P-1322-000153 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000153.
B0480,AMČR: Záznam P-1322-000158 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000158.
B0076,AMČR: Záznam P-1322-000182 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000182.
B0145,AMČR: Záznam P-1322-000190 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000190.
B0098,AMČR: Záznam P-1322-000237 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000237.
B0098,AMČR: Záznam P-1322-000238 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000238.
B0311,AMČR: Záznam P-1322-000255 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000255.
B0477,AMČR: Záznam P-1322-000335 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000335.
B0201,AMČR: Záznam P-1322-000385 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000385.
B0311,AMČR: Záznam P-1322-000386 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1322-000386.
B0198,AMČR: Záznam P-1323-000032 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1323-000032.
B0198,AMČR: Záznam P-1323-000039 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1323-000039.
B0422,AMČR: Záznam P-1323-000043 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1323-000043.
B0248,AMČR: Záznam P-1323-000049 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1323-000049.
B0248,AMČR: Záznam P-1323-000062 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1323-000062.
B0276,AMČR: Záznam P-1324-000005 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000005.
B0169,AMČR: Záznam P-1324-000034 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000034.
B0285,AMČR: Záznam P-1324-000037 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000037.
B0169,AMČR: Záznam P-1324-000077 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000077.
B0169,AMČR: Záznam P-1324-000111 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000111.
B0299,AMČR: Záznam P-1324-000128 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000128.
B0423,AMČR: Záznam P-1324-000143 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000143.
B0296,AMČR: Záznam P-1324-000171 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000171.
B0299,AMČR: Záznam P-1324-000173 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000173.
B0169,AMČR: Záznam P-1324-000191 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000191.
B0296,AMČR: Záznam P-1324-000210 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000210.
B0296,AMČR: Záznam P-1324-000211 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000211.
B0296,AMČR: Záznam P-1324-000216 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000216.
B0296,AMČR: Záznam P-1324-000217 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000217.
B0169,AMČR: Záznam P-1324-000222 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000222.
B0296,AMČR: Záznam P-1324-000238 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000238.
B0296,AMČR: Záznam P-1324-000239 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000239.
B0296,AMČR: Záznam P-1324-000240 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000240.
B0296,AMČR: Záznam P-1324-000245 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000245.
B0296,AMČR: Záznam P-1324-000274 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000274.
B0296,AMČR: Záznam P-1324-000275 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000275.
B0275,AMČR: Záznam P-1324-000303 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000303.
B0296,AMČR: Záznam P-1324-000313 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1324-000313.
B0572,AMČR: Záznam P-1331-000010 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1331-000010.
B0183,AMČR: Záznam P-1331-000013 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1331-000013.
B0254,AMČR: Záznam P-1331-000018 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1331-000018.
B0533,AMČR: Záznam P-1331-000127 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1331-000127.
B0099,AMČR: Záznam P-1332-000027 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1332-000027.
B0159,AMČR: Záznam P-1332-000038 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1332-000038.
B0364,AMČR: Záznam P-1332-000044 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1332-000044.
B0229,AMČR: Záznam P-1332-000066 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1332-000066.
B0132,AMČR: Záznam P-1332-000072 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1332-000072.
B0391,AMČR: Záznam P-1332-000151 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1332-000151.
B0269,AMČR: Záznam P-1332-000216 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1332-000216.
B0363,AMČR: Záznam P-1332-000233 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1332-000233.
B0292,AMČR: Záznam P-1332-000319 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1332-000319.
B0292,AMČR: Záznam P-1332-000369 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1332-000369.
B0510,AMČR: Záznam P-1332-000386 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1332-000386.
B0317,AMČR: Záznam P-1332-000397 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1332-000397.
B0447,AMČR: Záznam P-1332-000497 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1332-000497.
B0266,AMČR: Záznam P-1332-000575 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1332-000575.
B0267,AMČR: Záznam P-1332-000581 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1332-000581.
B0609,AMČR: Záznam P-1341-000013 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1341-000013.
B0452,AMČR: Záznam P-1341-000016 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1341-000016.
B0158,AMČR: Záznam P-1341-000032 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1341-000032.
B0199,AMČR: Záznam P-1341-000075 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1341-000075.
B0561,AMČR: Záznam P-1341-000104 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1341-000104.
B0523,AMČR: Záznam P-1341-000110 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1341-000110.
B0065,AMČR: Záznam P-1341-000121 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1341-000121.
B0063,AMČR: Záznam P-1341-000178 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1341-000178.
B0064,AMČR: Záznam P-1341-000216 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1341-000216.
B0611,AMČR: Záznam P-1341-000280 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1341-000280.
B0062,AMČR: Záznam P-1341-000325 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1341-000325.
B0251,AMČR: Záznam P-1341-000333 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1341-000333.
B0501,AMČR: Záznam P-1341-000381 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1341-000381.
B0061,AMČR: Záznam P-1341-000414 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1341-000414.
B0061,AMČR: Záznam P-1341-000416 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1341-000416.
B0061,AMČR: Záznam P-1341-000425 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1341-000425.
B0535,AMČR: Záznam P-1342-000017 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000017.
B0526,AMČR: Záznam P-1342-000045 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000045.
B0557,AMČR: Záznam P-1342-000079 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000079.
B0454,AMČR: Záznam P-1342-000121 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000121.
B0188,AMČR: Záznam P-1342-000131 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000131.
B0542,AMČR: Záznam P-1342-000139 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000139.
B0191,AMČR: Záznam P-1342-000146 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000146.
B0193,AMČR: Záznam P-1342-000149 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000149.
B0191,AMČR: Záznam P-1342-000219 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000219.
B0191,AMČR: Záznam P-1342-000220 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000220.
B0185,AMČR: Záznam P-1342-000277 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000277.
B0193,AMČR: Záznam P-1342-000293 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000293.
B0540,AMČR: Záznam P-1342-000393 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000393.
B0542,AMČR: Záznam P-1342-000395 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000395.
B0542,AMČR: Záznam P-1342-000395 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000395.
B0187,AMČR: Záznam P-1342-000412 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000412.
B0273,AMČR: Záznam P-1342-000433 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000433.
B0274,AMČR: Záznam P-1342-000435 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000435.
B0575,AMČR: Záznam P-1342-000436 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000436.
B0536,AMČR: Záznam P-1342-000627 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000627.
B0525,AMČR: Záznam P-1342-000642 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000642.
B0489,AMČR: Záznam P-1342-000644 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000644.
B0525,AMČR: Záznam P-1342-000653 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000653.
B0489,AMČR: Záznam P-1342-000666 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000666.
B0537,AMČR: Záznam P-1342-000667 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1342-000667.
B0440,AMČR: Záznam P-1411-000028 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1411-000028.
B0324,AMČR: Záznam P-1411-000037 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1411-000037.
B0240,AMČR: Záznam P-1413-000027 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1413-000027.
B0585,AMČR: Záznam P-1431-000048 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1431-000048.
B0051,AMČR: Záznam P-1431-000055 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1431-000055.
B0517,AMČR: Záznam P-1431-000109 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1431-000109.
B0052,AMČR: Záznam P-1431-000275 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1431-000275.
B0055,AMČR: Záznam P-1431-000275 [cit. 2021-04-14]. Archeologická mapa České republiky. Dostupné z: https://digiarchiv.aiscr.cz/id/P-1431-000275.
B0165,AN - 1030
B0434,AN – 1021
B0029,AN – 1023
B0163,AN – 1031
B0171,AN – 1036
B0220,AN – 1047
B0321,AN – 1058
B0560,AN – 1099
B0578,AN – 1100
B0596,AN – 1114
B0121,AN – 1118
B0376,AN – 1173
B0433,AN – 7003
B0204,AN – 7010
B0088,AN/NB – 1007
B0323,AN/NB – 1134
B0368,AN/NB – 1164
B0409,AN/NB – 1217
B0435,AN/NB – 1256
B0458,AN/NB – 1274
B0464,AN/NB – 1288
B0514,AN/NB – 1317
B0522,AN/NB – 1325
B0552,AN/NB – 1330
B0556,AN/NB – 1334
B0368,AN/NB – 1372
B0368,AN/NB – 5002
M0490,anonymous 1947: Klobouky /p.o. Hustopeče/. Excavation report č.j. 1029/47. Institute of Archaeology of the CAS Brno.
M0331,anonymous 1957: Hluboké Mašůvky okr. Znojmo. Excavation report č.j. 2703/57. Institute of Archaeology of the CAS Brno.
M0483,anonymous 1958: Klentnice /okr. Mikulov/. Excavation report č.j. 2004/58. Institute of Archaeology of the CAS Brno.
M0731,"anonymous 1959: Marefy, okr. Bučovice. Excavation report č.j. 1893/59. Institute of Archaeology of the CAS Brno."
M0431,anonymous 1961: Jamolice. Excavation report č.j. 981/61. Institute of Archaeology of the CAS Brno.
M1193,"Anonymous, undated: 105_60ns.pdf. Report deposited at Institute of Archaeology of the SAS Nitra."
M1253,"Anonymous, undated: 1320_62ns.pdf and 177_60ns.pdf Reports deposited at Institute of Archaeology of the SAS Nitra."
M1189,"Anonymous, undated: 16791_09ns.pdf and 16229_07ns.pdf. Reports deposited at Institute of Archaeology of the SAS Nitra."
